account_id,customer_id,account_type,account_opening_date,has_date_parsing_error
142,142,savings,2004-11-14,false
143,143,savings,1998-12-10,false
144,144,current,2013-05-22,false
145,145,current,2007-09-16,false
146,146,current,2020-02-16,false
147,147,savings,2011-08-08,false
148,148,current,1997-12-13,false
149,149,savings,1998-01-11,false
150,150,savings,2011-09-05,false
151,151,savings,2002-03-24,false
152,152,savings,1996-04-28,false
153,153,current,2009-12-24,false
154,154,savings,2008-07-23,false
155,155,savings,2000-07-22,false
156,156,savings,2018-09-01,false
157,157,current,2022-03-27,false
158,158,current,2000-04-14,false
159,159,current,1997-09-26,false
160,160,savings,2004-02-06,false
161,161,current,2015-04-10,false
162,162,current,2000-05-22,false
163,163,savings,2000-06-17,false
164,164,savings,1996-08-17,false
165,165,current,2002-04-02,false
166,166,current,2011-03-18,false
167,167,savings,2007-03-01,false
168,168,current,2016-10-06,false
169,169,savings,2023-02-04,false
170,170,savings,2024-06-08,false
171,171,savings,2009-09-08,false
172,172,savings,2016-01-18,false
173,173,current,2018-12-21,false
174,174,savings,2014-08-20,false
175,175,savings,2007-12-26,false
176,176,current,2006-08-24,false
177,177,current,2002-06-26,false
178,178,current,2011-07-24,false
179,179,savings,2012-01-11,false
180,180,savings,2013-03-17,false
181,181,savings,2024-05-08,false
182,182,current,2018-11-09,false
183,183,current,2003-02-06,false
184,184,savings,2002-11-02,false
185,185,savings,2001-03-13,false
186,186,savings,2008-05-25,false
187,187,current,2022-03-03,false
188,188,current,1997-06-14,false
189,189,savings,2004-11-09,false
190,190,current,2011-11-07,false
191,191,current,2022-03-28,false
192,192,current,2002-01-04,false
193,193,current,2015-01-01,false
194,194,savings,2012-01-18,false
195,195,savings,2003-11-04,false
196,196,current,1997-05-01,false
197,197,current,2023-11-14,false
198,198,savings,2006-04-09,false
199,199,current,2021-05-09,false
200,200,current,2009-06-24,false
201,201,savings,2006-08-27,false
202,202,current,2019-06-07,false
203,203,savings,2022-09-26,false
204,204,current,2014-08-14,false
205,205,current,2012-10-17,false
206,206,current,2021-07-16,false
207,207,current,1996-05-19,false
208,208,current,2009-07-07,false
209,209,current,2003-09-03,false
210,210,current,1997-03-22,false
211,211,current,2009-08-17,false
212,212,savings,2012-07-26,false
213,213,savings,2017-09-11,false
214,214,savings,2013-05-10,false
215,215,savings,2007-02-28,false
216,216,current,1998-07-12,false
217,217,savings,2023-09-08,false
218,218,savings,2005-08-06,false
219,219,current,2004-11-23,false
220,220,current,1995-02-14,false
221,221,current,2003-01-27,false
222,222,current,2014-04-01,false
223,223,current,2022-03-21,false
224,224,savings,1995-06-26,false
225,225,current,2009-10-27,false
226,226,current,2017-12-10,false
227,227,current,2012-03-28,false
228,228,savings,2024-11-20,false
229,229,current,2011-11-17,false
230,230,current,1995-06-12,false
231,231,savings,2013-06-26,false
232,232,savings,2001-01-01,false
233,233,current,2000-01-26,false
234,234,savings,2002-01-17,false
235,235,savings,1996-06-17,false
236,236,current,2005-02-19,false
237,237,savings,2008-12-14,false
238,238,savings,2023-10-06,false
239,239,current,2005-11-06,false
240,240,savings,2012-07-09,false
241,241,savings,2024-02-05,false
242,242,current,2011-09-07,false
243,243,current,2009-10-03,false
244,244,savings,2013-10-28,false
245,245,savings,1999-03-13,false
246,246,savings,2014-06-08,false
247,247,savings,2022-06-04,false
248,248,savings,2003-07-02,false
249,249,current,2003-08-26,false
250,250,savings,2011-02-16,false
251,251,savings,1996-12-12,false
252,252,current,1996-02-26,false
253,253,current,1996-01-28,false
254,254,savings,1997-10-21,false
255,255,savings,2016-02-18,false
256,256,current,2004-07-19,false
257,257,savings,2017-01-02,false
258,258,current,2018-07-27,false
259,259,current,2022-07-26,false
260,260,current,2021-05-12,false
261,261,current,2022-04-23,false
262,262,savings,2011-05-06,false
263,263,current,2019-04-21,false
264,264,savings,2020-12-23,false
265,265,current,1995-03-26,false
266,266,savings,2003-12-04,false
267,267,savings,2000-06-21,false
268,268,current,2019-12-16,false
269,269,savings,2016-10-07,false
270,270,savings,2022-10-20,false
271,271,savings,2015-10-14,false
272,272,current,2007-05-01,false
273,273,savings,1998-10-04,false
274,274,savings,2012-10-10,false
275,275,current,2004-06-25,false
276,276,current,2019-06-28,false
277,277,savings,2013-08-08,false
278,278,current,2002-05-24,false
279,279,current,2023-02-18,false
280,280,current,2013-07-20,false
281,281,savings,2016-10-25,false
282,282,current,2023-07-10,false
283,283,current,2024-09-02,false
284,284,current,2006-12-05,false
285,285,savings,2008-09-02,false
286,286,current,2008-11-21,false
287,287,savings,2009-02-13,false
288,288,current,2005-06-20,false
289,289,savings,2001-02-07,false
290,290,current,2021-06-02,false
291,291,current,2004-10-28,false
292,292,savings,2015-09-19,false
293,293,savings,2013-07-10,false
294,294,current,2023-02-10,false
295,295,current,2006-05-16,false
296,296,current,2013-11-04,false
297,297,savings,1999-05-25,false
298,298,current,2005-08-23,false
299,299,current,2019-02-23,false
300,300,current,1998-11-25,false
301,301,savings,2011-02-02,false
302,302,current,2020-03-04,false
303,303,savings,1995-07-01,false
304,304,savings,2002-04-04,false
305,305,current,2024-03-19,false
306,306,savings,1998-02-13,false
307,307,savings,1995-11-10,false
308,308,current,2024-07-01,false
309,309,current,2023-01-01,false
310,310,current,1996-06-15,false
311,311,savings,2015-12-04,false
312,312,savings,2005-05-22,false
313,313,savings,2022-11-18,false
314,314,current,2014-07-01,false
315,315,savings,2003-09-04,false
316,316,current,2000-08-14,false
317,317,current,1995-04-22,false
318,318,savings,2020-08-02,false
319,319,savings,2015-10-07,false
320,320,savings,1996-03-26,false
321,321,current,1995-03-26,false
322,322,savings,2001-04-28,false
323,323,current,2022-12-02,false
324,324,savings,2001-10-08,false
325,325,current,2019-01-21,false
326,326,savings,2021-08-06,false
327,327,savings,2018-12-09,false
328,328,current,2020-12-28,false
329,329,savings,2008-10-07,false
330,330,savings,2008-02-28,false
331,331,current,2019-09-24,false
332,332,savings,2012-06-17,false
333,333,savings,1997-03-11,false
334,334,current,2008-12-17,false
335,335,savings,2011-02-18,false
336,336,savings,2008-01-09,false
337,337,current,2013-06-14,false
338,338,savings,2002-08-21,false
339,339,savings,2000-02-25,false
340,340,current,2023-11-03,false
341,341,savings,2011-12-19,false
342,342,savings,2000-11-03,false
343,343,savings,2017-06-28,false
344,344,current,1995-06-19,false
345,345,savings,2022-07-25,false
346,346,savings,2007-06-04,false
347,347,current,2003-05-01,false
348,348,current,1996-07-07,false
349,349,savings,2005-05-08,false
350,350,savings,1999-08-28,false
351,351,current,1997-01-10,false
352,352,current,1997-01-28,false
353,353,current,2007-09-28,false
354,354,savings,2001-05-24,false
355,355,current,2003-03-13,false
356,356,savings,2000-07-04,false
357,357,savings,2009-04-11,false
358,358,savings,2022-01-02,false
359,359,current,1998-05-01,false
360,360,current,2005-04-08,false
361,361,current,2021-08-13,false
362,362,current,2005-01-17,false
363,363,savings,2002-01-12,false
364,364,savings,2018-02-24,false
365,365,current,2011-06-07,false
366,366,savings,2004-04-05,false
367,367,current,2014-08-12,false
368,368,savings,2004-12-01,false
369,369,savings,1997-03-12,false
370,370,current,2010-03-01,false
371,371,savings,2000-02-24,false
372,372,savings,2014-09-04,false
373,373,savings,2013-09-15,false
374,374,current,2012-10-27,false
375,375,savings,2006-10-28,false
376,376,savings,2014-05-03,false
377,377,savings,2014-10-26,false
378,378,current,2024-01-09,false
379,379,savings,2014-10-13,false
380,380,current,1997-11-06,false
381,381,current,2024-07-12,false
382,382,savings,2005-06-26,false
383,383,savings,2022-02-06,false
384,384,savings,1998-07-06,false
385,385,savings,1996-09-07,false
386,386,savings,1997-04-23,false
387,387,savings,1999-03-25,false
388,388,current,2004-07-22,false
389,389,savings,2014-08-05,false
390,390,savings,2008-01-19,false
391,391,current,1995-02-07,false
392,392,savings,2018-07-17,false
393,393,savings,1998-07-19,false
394,394,current,2010-02-08,false
395,395,current,2006-11-10,false
396,396,savings,2018-05-18,false
397,397,current,2009-02-15,false
398,398,current,2004-11-06,false
399,399,current,2020-12-11,false
400,400,current,2023-09-11,false
401,401,savings,2017-02-23,false
402,402,current,1999-08-20,false
403,403,savings,1997-07-26,false
404,404,savings,2020-02-10,false
405,405,current,1997-12-15,false
406,406,savings,1996-12-22,false
407,407,current,2014-06-11,false
408,408,current,1995-02-26,false
409,409,current,2023-07-01,false
410,410,current,2005-05-19,false
411,411,savings,2011-09-20,false
412,412,savings,2022-08-13,false
413,413,current,2014-07-24,false
414,414,current,2021-01-28,false
415,415,savings,2010-01-22,false
416,416,savings,2003-10-13,false
417,417,current,1995-05-02,false
418,418,current,2014-09-06,false
419,419,current,2006-10-23,false
420,420,savings,2001-08-22,false
421,421,current,1997-01-15,false
422,422,current,1999-12-06,false
423,423,savings,2007-04-19,false
424,424,current,2002-04-21,false
425,425,current,2012-03-02,false
426,426,savings,2002-03-10,false
427,427,savings,1998-08-24,false
428,428,savings,2001-12-24,false
429,429,savings,2008-09-18,false
430,430,current,2006-07-04,false
431,431,savings,2014-06-20,false
432,432,savings,2007-05-01,false
433,433,current,2015-10-24,false
434,434,savings,2004-06-18,false
435,435,savings,1999-05-18,false
436,436,savings,1996-08-22,false
437,437,current,2022-11-21,false
438,438,savings,2021-05-08,false
439,439,current,1998-01-15,false
440,440,savings,2021-05-21,false
441,441,current,2002-08-01,false
442,442,current,1996-01-20,false
443,443,savings,2021-06-15,false
444,444,current,2020-08-13,false
445,445,savings,1995-03-23,false
446,446,savings,1997-03-18,false
447,447,current,2014-04-09,false
448,448,current,2003-07-23,false
449,449,current,2010-01-20,false
450,450,current,2014-07-14,false
451,451,current,2004-11-03,false
452,452,current,2011-11-28,false
453,453,current,2014-06-01,false
454,454,current,2018-12-02,false
455,455,savings,1996-04-28,false
456,456,savings,2008-02-14,false
457,457,current,2011-03-15,false
458,458,current,2005-12-26,false
459,459,savings,2017-08-16,false
460,460,current,1995-05-28,false
461,461,current,2021-11-15,false
462,462,current,2000-11-06,false
463,463,savings,2016-02-13,false
464,464,savings,1995-11-09,false
465,465,savings,2021-02-23,false
466,466,savings,2024-03-20,false
467,467,current,1997-10-26,false
468,468,current,2013-08-05,false
469,469,savings,2000-05-11,false
470,470,savings,2013-07-13,false
471,471,savings,2011-12-24,false
472,472,current,2024-04-10,false
473,473,savings,2021-04-21,false
474,474,savings,2008-05-11,false
475,475,current,2024-02-15,false
476,476,current,2014-12-28,false
477,477,savings,2018-10-16,false
478,478,savings,2016-02-22,false
479,479,current,2011-11-09,false
480,480,current,1999-05-25,false
481,481,savings,2015-08-26,false
482,482,current,2015-09-14,false
483,483,savings,2001-05-27,false
484,484,savings,1996-08-10,false
485,485,current,2001-02-19,false
486,486,savings,2018-08-28,false
487,487,current,2006-02-25,false
488,488,current,2005-11-15,false
489,489,savings,2013-11-25,false
490,490,current,2023-01-06,false
491,491,current,2004-06-28,false
492,492,savings,1995-05-15,false
493,493,savings,2017-12-13,false
494,494,current,1995-07-14,false
495,495,savings,1996-09-06,false
496,496,savings,2007-02-22,false
497,497,current,2000-04-23,false
498,498,current,2008-12-18,false
499,499,savings,2014-09-26,false
500,500,current,2017-08-06,false
501,501,savings,2024-10-01,false
502,502,savings,2020-07-11,false
503,503,savings,2020-10-15,false
504,504,savings,2003-10-26,false
505,505,current,1999-01-21,false
506,506,current,2023-08-21,false
507,507,current,2014-04-16,false
508,508,current,2011-07-27,false
509,509,current,2019-12-22,false
510,510,savings,1996-07-13,false
511,511,savings,2020-06-28,false
512,512,savings,2012-11-04,false
513,513,current,1996-12-20,false
514,514,savings,1996-10-14,false
515,515,current,2023-07-08,false
516,516,current,2002-11-17,false
517,517,savings,2018-01-12,false
518,518,savings,2007-02-27,false
519,519,current,2005-11-23,false
520,520,current,2002-12-15,false
521,521,savings,2010-08-13,false
522,522,current,2009-02-28,false
523,523,savings,2008-10-25,false
524,524,savings,2008-03-08,false
525,525,current,1997-03-22,false
526,526,savings,2021-06-05,false
527,527,current,2011-01-02,false
528,528,current,2011-09-18,false
529,529,savings,2013-03-22,false
530,530,savings,2005-11-13,false
531,531,current,2002-08-12,false
532,532,savings,2008-04-21,false
533,533,current,1997-11-16,false
534,534,current,1997-01-26,false
535,535,savings,1995-12-19,false
536,536,savings,2022-09-25,false
537,537,savings,2007-11-17,false
538,538,savings,2002-10-21,false
539,539,savings,2018-01-02,false
540,540,savings,2024-11-10,false
541,541,current,2019-09-11,false
542,542,current,1998-06-11,false
543,543,current,2004-01-13,false
544,544,savings,2015-04-25,false
545,545,savings,2014-05-07,false
546,546,savings,2008-09-12,false
547,547,current,2005-07-26,false
548,548,savings,2001-01-22,false
549,549,savings,1998-09-07,false
550,550,savings,2022-12-25,false
551,551,current,2019-08-25,false
552,552,current,2004-11-17,false
553,553,current,1995-04-15,false
554,554,savings,2017-12-18,false
555,555,savings,2008-04-21,false
556,556,current,1999-05-28,false
557,557,current,2019-08-20,false
558,558,current,2014-09-22,false
559,559,savings,2007-04-03,false
560,560,savings,2005-11-15,false
561,561,current,2015-09-11,false
562,562,current,1998-10-05,false
563,563,savings,2017-05-22,false
564,564,current,2004-12-15,false
565,565,current,2014-10-02,false
566,566,current,1997-09-10,false
567,567,current,2015-01-01,false
568,568,savings,2016-11-12,false
569,569,savings,2008-10-05,false
570,570,savings,2020-12-02,false
571,571,current,2006-12-09,false
572,572,current,2007-03-07,false
573,573,savings,2005-10-15,false
574,574,current,2003-11-20,false
575,575,savings,2009-08-26,false
576,576,current,2015-01-22,false
577,577,current,2006-11-26,false
578,578,current,2008-03-13,false
579,579,savings,2024-07-28,false
580,580,savings,2016-03-07,false
581,581,current,2002-11-24,false
582,582,current,1998-12-06,false
583,583,savings,2016-01-21,false
584,584,savings,2017-07-17,false
585,585,savings,2005-07-24,false
586,586,current,2019-10-20,false
587,587,savings,2020-02-22,false
588,588,current,2015-07-19,false
589,589,savings,2016-08-22,false
590,590,current,2002-07-02,false
591,591,savings,2021-05-16,false
592,592,savings,2010-07-15,false
593,593,savings,2005-02-02,false
594,594,savings,2005-03-27,false
595,595,savings,2013-05-14,false
596,596,savings,1998-01-25,false
597,597,savings,1999-11-24,false
598,598,current,2000-07-10,false
599,599,current,2003-11-21,false
600,600,current,2000-06-05,false
601,601,savings,2016-07-15,false
602,602,current,2022-12-15,false
603,603,current,1996-11-13,false
604,604,current,2001-12-07,false
605,605,savings,2006-02-23,false
606,606,savings,2004-04-20,false
607,607,savings,2019-03-13,false
608,608,savings,2011-04-12,false
609,609,savings,2011-06-10,false
610,610,current,2001-09-06,false
611,611,current,2012-11-07,false
612,612,savings,2003-04-20,false
613,613,current,2015-12-19,false
614,614,current,2023-10-24,false
615,615,current,2011-12-24,false
616,616,current,2008-01-01,false
617,617,savings,2022-07-19,false
618,618,savings,2020-09-11,false
619,619,current,2004-07-15,false
620,620,savings,2006-10-12,false
621,621,current,2005-11-15,false
622,622,savings,2021-06-05,false
623,623,current,1997-06-19,false
624,624,savings,2014-10-18,false
625,625,current,1997-08-01,false
626,626,savings,1999-11-09,false
627,627,current,2004-08-07,false
628,628,current,2012-12-08,false
629,629,current,2006-01-24,false
630,630,current,2014-09-06,false
631,631,current,2007-01-01,false
632,632,savings,2018-09-16,false
633,633,savings,2022-02-03,false
634,634,current,2019-04-06,false
635,635,current,1997-07-22,false
636,636,savings,1996-07-23,false
637,637,current,2023-05-22,false
638,638,savings,2017-04-10,false
639,639,current,2011-04-08,false
640,640,savings,2010-08-07,false
641,641,current,2003-03-20,false
642,642,current,2000-09-06,false
643,643,current,1999-08-22,false
644,644,current,2013-08-22,false
645,645,current,1998-05-19,false
646,646,current,2010-08-09,false
647,647,savings,2009-08-17,false
648,648,current,2007-09-18,false
649,649,savings,2008-12-23,false
650,650,current,2011-08-08,false
651,651,savings,2013-12-09,false
652,652,current,2023-05-14,false
653,653,savings,2008-09-12,false
654,654,savings,2018-05-03,false
655,655,current,2014-08-09,false
656,656,current,2003-04-18,false
657,657,current,1995-09-24,false
658,658,current,2018-12-07,false
659,659,savings,2010-11-09,false
660,660,current,2015-06-05,false
661,661,current,2008-04-23,false
662,662,savings,2002-09-04,false
663,663,current,2012-09-25,false
664,664,current,1995-01-25,false
665,665,savings,2007-06-14,false
666,666,current,2018-08-12,false
667,667,current,2021-07-12,false
668,668,savings,2017-08-07,false
669,669,current,1996-08-26,false
670,670,current,1999-03-08,false
671,671,current,2023-05-03,false
672,672,savings,1995-11-11,false
673,673,current,2000-06-23,false
674,674,savings,2003-12-22,false
675,675,savings,2015-05-02,false
676,676,current,1997-02-03,false
677,677,savings,1997-01-02,false
678,678,current,2018-04-08,false
679,679,current,2013-09-14,false
680,680,current,2024-03-11,false
681,681,savings,2016-12-01,false
682,682,current,2018-04-12,false
683,683,savings,2014-12-25,false
684,684,savings,2007-11-05,false
685,685,savings,2015-02-03,false
686,686,current,2020-06-23,false
687,687,savings,2001-11-03,false
688,688,savings,1995-08-08,false
689,689,savings,1998-10-03,false
690,690,savings,2009-12-15,false
691,691,savings,2003-10-07,false
692,692,savings,2002-01-23,false
693,693,current,2020-09-02,false
694,694,savings,2012-12-25,false
695,695,current,2017-06-16,false
696,696,current,2023-01-04,false
697,697,current,1999-08-22,false
698,698,savings,2013-03-16,false
699,699,current,2004-07-27,false
700,700,current,2012-02-25,false
701,701,savings,1995-10-19,false
702,702,savings,2015-05-15,false
703,703,current,2018-10-15,false
704,704,current,1996-02-12,false
705,705,current,2018-07-20,false
706,706,savings,2006-05-04,false
707,707,savings,2002-11-16,false
708,708,savings,2008-09-04,false
709,709,current,2000-01-27,false
710,710,savings,2015-06-03,false
711,711,savings,2024-11-27,false
712,712,savings,2015-10-07,false
713,713,current,2009-07-10,false
714,714,savings,2007-04-16,false
715,715,current,2019-07-26,false
716,716,current,2014-06-14,false
717,717,savings,2020-01-23,false
718,718,savings,2014-12-25,false
719,719,savings,1996-01-22,false
720,720,current,2003-10-15,false
721,721,current,2012-05-07,false
722,722,current,2024-01-18,false
723,723,current,2020-10-28,false
724,724,savings,2014-07-15,false
725,725,savings,2023-05-13,false
726,726,current,2017-05-07,false
727,727,current,2007-01-10,false
728,728,current,2002-07-09,false
729,729,current,1996-11-08,false
730,730,savings,2003-06-15,false
731,731,savings,2018-03-21,false
732,732,savings,1999-02-03,false
733,733,savings,2006-02-03,false
734,734,current,2012-12-23,false
735,735,current,1999-03-23,false
736,736,savings,2017-12-14,false
737,737,savings,2009-11-27,false
738,738,savings,2007-09-09,false
739,739,savings,2020-07-22,false
740,740,savings,2002-11-24,false
741,741,savings,2007-10-25,false
742,742,current,2014-12-15,false
743,743,current,2002-05-11,false
744,744,savings,2006-07-09,false
745,745,savings,2008-06-10,false
746,746,current,2019-12-10,false
747,747,current,2013-08-05,false
748,748,savings,1999-08-23,false
749,749,current,2010-09-14,false
750,750,current,2002-07-28,false
751,751,current,2010-04-01,false
752,752,current,2019-04-26,false
753,753,current,1996-11-08,false
754,754,current,2021-01-07,false
755,755,current,2015-06-19,false
756,756,current,1998-12-24,false
757,757,current,2003-11-13,false
758,758,current,1995-07-14,false
759,759,savings,2006-06-01,false
760,760,savings,2018-09-05,false
761,761,current,2007-09-03,false
762,762,savings,2004-07-18,false
763,763,savings,2008-12-07,false
764,764,current,2006-04-02,false
765,765,savings,2020-10-11,false
766,766,current,2013-06-04,false
767,767,savings,2011-04-11,false
768,768,savings,2009-04-08,false
769,769,savings,2011-12-22,false
770,770,current,2024-01-17,false
771,771,savings,2002-09-12,false
772,772,current,2001-04-15,false
773,773,savings,2019-01-26,false
774,774,savings,2011-12-16,false
775,775,current,2011-07-22,false
776,776,savings,2002-12-23,false
777,777,current,2008-05-19,false
778,778,current,2015-03-01,false
779,779,current,2014-06-26,false
780,780,current,2010-03-14,false
781,781,savings,2005-02-21,false
782,782,current,1995-08-09,false
783,783,current,2005-06-15,false
784,784,current,2020-04-07,false
785,785,savings,,true
786,786,savings,1998-02-17,false
787,787,current,2011-12-28,false
788,788,savings,2002-04-04,false
789,789,savings,1999-02-17,false
790,790,current,2011-12-15,false
791,791,current,2004-09-11,false
792,792,savings,1998-06-02,false
793,793,savings,1996-05-19,false
794,794,savings,1995-04-27,false
795,795,savings,2022-03-22,false
796,796,current,2024-02-09,false
797,797,savings,2018-09-01,false
798,798,savings,1998-02-18,false
799,799,savings,2014-02-28,false
800,800,current,2002-01-17,false
801,801,savings,1996-04-18,false
802,802,current,2016-07-16,false
803,803,current,2020-12-21,false
804,804,current,2003-02-04,false
805,805,savings,2024-01-16,false
806,806,savings,2014-06-06,false
807,807,current,1995-05-28,false
808,808,savings,2007-07-02,false
809,809,current,2019-12-21,false
810,810,current,2012-12-23,false
811,811,savings,2009-03-13,false
812,812,current,2005-07-17,false
813,813,current,2002-01-05,false
814,814,savings,2003-11-11,false
815,815,current,2000-02-02,false
816,816,savings,2013-05-16,false
817,817,savings,2009-01-21,false
818,818,current,2019-02-26,false
819,819,current,1995-02-22,false
820,820,savings,2007-06-22,false
821,821,current,2017-12-26,false
822,822,savings,2017-10-10,false
823,823,current,2018-03-03,false
824,824,savings,2012-01-01,false
825,825,current,2015-10-18,false
826,826,savings,1995-08-17,false
827,827,current,2015-08-05,false
828,828,current,2005-02-18,false
829,829,savings,2008-12-24,false
830,830,savings,2018-09-13,false
831,831,current,2017-02-09,false
832,832,current,2010-10-11,false
833,833,current,2018-06-15,false
834,834,current,2020-09-02,false
835,835,savings,2012-12-25,false
836,836,current,2015-04-26,false
837,837,current,2008-04-23,false
838,838,savings,2010-03-14,false
839,839,current,2009-06-26,false
840,840,savings,2013-02-05,false
841,841,current,2022-08-01,false
842,842,savings,2018-04-23,false
843,843,savings,2010-07-28,false
844,844,current,2015-03-13,false
845,845,savings,2005-10-03,false
846,846,current,2009-06-07,false
847,847,savings,2023-10-16,false
848,848,savings,2003-06-19,false
849,849,savings,2010-04-12,false
850,850,current,2024-11-09,false
851,851,current,2013-08-26,false
852,852,savings,2012-05-19,false
853,853,current,2019-09-20,false
854,854,savings,2009-08-10,false
855,855,savings,2005-10-10,false
856,856,current,2024-07-13,false
857,857,savings,2004-06-05,false
858,858,current,2018-07-23,false
859,859,savings,2011-05-09,false
860,860,current,1995-08-04,false
861,861,savings,1998-04-14,false
862,862,savings,2020-11-16,false
863,863,savings,2013-12-22,false
864,864,savings,2017-01-04,false
865,865,savings,2020-04-18,false
866,866,current,2017-09-25,false
867,867,current,2022-03-07,false
868,868,savings,2011-09-11,false
869,869,savings,2004-02-10,false
870,870,current,2019-04-25,false
871,871,current,2006-11-04,false
872,872,savings,1999-03-20,false
873,873,savings,2024-10-02,false
874,874,savings,2017-02-01,false
875,875,savings,2012-06-12,false
876,876,savings,2003-10-10,false
877,877,savings,2006-03-07,false
878,878,current,2015-01-18,false
879,879,savings,2004-01-12,false
880,880,savings,2003-03-16,false
881,881,current,2006-06-03,false
882,882,current,2024-09-17,false
883,883,current,2002-11-20,false
884,884,savings,2013-07-02,false
885,885,current,2015-01-27,false
886,886,savings,2015-10-28,false
887,887,current,2017-03-24,false
888,888,current,2012-08-17,false
889,889,current,2017-06-20,false
890,890,savings,2022-06-27,false
891,891,current,2014-05-07,false
892,892,current,2006-11-19,false
893,893,current,2024-09-10,false
894,894,savings,1997-09-06,false
895,895,savings,2019-10-21,false
896,896,savings,2009-08-23,false
897,897,savings,2016-07-20,false
898,898,savings,2007-04-10,false
899,899,current,2000-04-28,false
900,900,current,2000-06-12,false
901,901,savings,2022-05-15,false
