customer_id;branch_id;account_id;transaction_id;transaction_date;total_amount_eur
86;26;86;1027145;2025-02-08;35.122600408441116
1767;17;1767;1027149;2025-02-14;13.368256352484666
554;10;554;1027151;2025-01-02;2119.505
973;37;973;1027160;2025-02-26;47.146249999999995
696;53;696;1027165;2025-01-01;1578.105
463;17;463;1027167;2025-03-09;7784.732077901943
4822;86;4822;1027172;2025-01-10;509.90200000000004
2140;72;2140;1027179;2025-01-27;1493.7975
1862;6;1862;1027181;2025-02-05;228.6995
1811;26;1811;1027183;2025-01-31;9869.848612279227
239;35;239;1027191;2025-03-08;0.6820377689942908
3733;73;3733;1027193;2025-01-25;40.70251872021783
1104;93;1104;1027195;2025-01-07;1386.09
2684;16;2684;1027200;2025-02-22;23.795846665411887
2088;54;2088;1027208;2025-02-05;20.059857303792715
1331;27;1331;1027212;2025-01-14;11.9975
3259;65;3259;1027215;2025-01-18;764.5518181818181
2307;47;2307;1027221;2025-02-28;678.2775
1582;99;1582;1027228;2025-02-09;73.0735
3044;89;3044;1027232;2025-03-06;150.52636363636364
3723;67;3723;1027238;2025-03-09;90.66625
4801;61;4801;1027240;2025-03-01;229.20774999999998
3442;12;3442;1027243;2025-02-14;3087.515
735;38;735;1027245;2025-03-03;140.792
3532;3;3532;1027247;2025-02-17;79.7712
1130;9;1130;1027258;2025-01-05;577.4809090909091
1646;43;1646;1027260;2025-02-22;4059.155
4375;41;4375;1027272;2025-03-01;279.7064
777;77;777;1027273;2025-01-31;700.1633889491825
2146;62;2146;1027276;2025-02-07;1135.1014285714286
4552;97;4552;1027279;2025-02-25;743.0824222035324
3466;89;3466;1027282;2025-01-01;264.625
4590;1;4590;1027284;2025-02-13;968.345
3141;85;3141;1027287;2025-01-26;492.4891666666667
797;86;797;1027289;2025-01-09;31.927999999999997
2797;69;2797;1027294;2025-01-23;119.99224999999998
4538;25;4538;1027305;2025-02-24;64.045
3299;99;3299;1027306;2025-02-06;2552.84
4492;15;4492;1027307;2025-03-05;8381.60264284607
137;36;137;1027310;2025-01-12;49.5925
4483;16;4483;1027313;2025-02-14;24.52707472775066
2961;78;2961;1027320;2025-01-14;91.87360000000001
2510;54;2510;1027323;2025-01-17;0.8535039839387666
1863;77;1863;1027326;2025-01-26;747.1
1342;51;1342;1027327;2025-03-05;224.21166666666667
3708;88;3708;1027343;2025-01-07;36.51885636487406
1687;33;1687;1027346;2025-02-25;367.86
1726;29;1726;1027349;2025-01-10;1218.215
1797;60;1797;1027350;2025-01-19;226.652
2336;29;2336;1027367;2025-01-12;1251.5832031389762
1299;36;1299;1027370;2025-02-13;212.8396
2974;8;2974;1027371;2025-02-25;361.34285714285716
2794;33;2794;1027374;2025-02-02;176.74516400336418
429;5;429;1027382;2025-01-31;1248.702
4083;58;4083;1027386;2025-02-02;21.434531651922956
2688;48;2688;1027399;2025-03-05;4728.500041741703
2906;62;2906;1027402;2025-02-22;6.60503744043567
3742;91;3742;1027408;2025-02-05;1020.2485714285714
2930;86;2930;1027411;2025-01-14;23.95864313430968
4167;25;4167;1027415;2025-03-05;159.8972727272727
3733;73;3733;1027418;2025-02-20;7753.280067283431
3087;49;3087;1027419;2025-01-30;1.465465014394793
4267;99;4267;1027422;2025-03-04;72.45727272727272
3642;95;3642;1027423;2025-03-10;1888.0249019069995
2597;27;2597;1027424;2025-02-20;111.60909090909091
3814;3;3814;1027425;2025-03-02;86.90520000000001
852;58;852;1027431;2025-01-27;42.59782164737917
4251;72;4251;1027434;2025-02-21;279.96999999999997
294;3;294;1027438;2025-01-05;863.745
4154;30;4154;1027440;2025-01-13;3140.965
1672;59;1672;1027442;2025-01-20;8112.559481925843
1489;27;1489;1027447;2025-02-18;499.66
1150;1;1150;1027449;2025-01-04;3160.5
2583;34;2583;1027452;2025-01-15;2225.015
4892;29;4892;1027467;2025-01-12;16.62770592239619
3245;31;3245;1027477;2025-02-14;28.841660993873383
686;4;686;1027483;2025-02-05;765.5836363636364
635;37;635;1027488;2025-03-09;720.8
3898;12;3898;1027489;2025-02-26;517.3057142857143
649;28;649;1027495;2025-01-16;10711.743729799999
359;55;359;1027504;2025-03-06;616.1225000000001
2818;64;2818;1027505;2025-01-15;3207.0507698362535
3267;5;3267;1027510;2025-02-19;2888.915
1455;98;1455;1027514;2025-01-01;301.035
1707;46;1707;1027521;2025-01-30;15.191137814494931
2592;31;2592;1027526;2025-02-12;1122.5728571428572
3569;63;3569;1027534;2025-01-24;273.4176
4409;35;4409;1027538;2025-01-03;2055.905
4886;75;4886;1027542;2025-01-05;18.767597004765147
3710;22;3710;1027547;2025-01-11;49.553736118953516
2998;44;2998;1027551;2025-03-10;1668.298
1241;20;1241;1027559;2025-01-29;2433.335
1172;53;1172;1027563;2025-02-17;31.296051735874745
3869;93;3869;1027568;2025-02-11;169.01
2415;48;2415;1027581;2025-01-09;233.52919999999997
3364;5;3364;1027586;2025-02-28;29.646276428885127
661;27;661;1027587;2025-02-19;8.8266616597822
4281;20;4281;1027591;2025-01-23;2082.735
3598;3;3598;1027594;2025-02-16;1228.598
2359;98;2359;1027596;2025-01-14;232.20774999999998
3398;17;3398;1027598;2025-01-26;45.61715452688904
3729;86;3729;1027599;2025-03-04;4456.48
954;83;954;1027611;2025-01-02;738.464
142;5;142;1027614;2025-02-12;13.366363636363637
1519;43;1519;1027615;2025-01-15;26.46289993192648
2470;54;2470;1027620;2025-02-10;0.6859903381642513
4377;60;4377;1027628;2025-02-19;6.447787610619469
3365;33;3365;1027635;2025-02-21;2949.5
808;76;808;1027641;2025-01-28;4106.83
3925;53;3925;1027651;2025-02-14;26.845787063178367
4602;84;4602;1027654;2025-01-23;10653.686984937209
2560;32;2560;1027657;2025-01-03;13.732732507197397
3500;3;3500;1027667;2025-02-02;29.391241608632917
3310;21;3310;1027668;2025-01-14;420.7085714285714
1761;72;1761;1027671;2025-01-28;771.450909090909
3828;52;3828;1027674;2025-02-04;4727.81
856;78;856;1027691;2025-02-06;6.733884090624609
4955;56;4955;1027698;2025-03-06;4355.054920154087
3722;29;3722;1027705;2025-03-01;409.66727272727275
2258;32;2258;1027707;2025-02-09;1709.465
3662;8;3662;1027713;2025-03-01;1445.06
3941;14;3941;1027715;2025-01-09;2691.7434912759845
480;88;480;1027717;2025-01-23;445.41285714285715
1381;77;1381;1027718;2025-01-24;10.065813413639502
4806;76;4806;1027722;2025-02-18;1074.9442857142856
4818;91;4818;1027731;2025-02-09;4145.775
2786;77;2786;1027732;2025-02-26;391.6928571428571
3712;41;3712;1027734;2025-02-03;644.98
1371;89;1371;1027735;2025-01-26;8308.041837111952
3475;75;3475;1027745;2025-01-13;17.385093167701868
4495;83;4495;1027746;2025-03-02;245.15075000000002
538;45;538;1027747;2025-02-16;4333.515559293523
3135;71;3135;1027753;2025-01-11;3994.42
4927;1;4927;1027754;2025-02-13;932.8871428571429
2632;49;2632;1027757;2025-02-18;17.20423081737389
4413;56;4413;1027762;2025-01-19;31.034882991404732
1481;9;1481;1027767;2025-02-15;2089.135
3343;11;3343;1027770;2025-01-27;10888.00104950566
4150;7;4150;1027772;2025-01-13;536.6825
2937;30;2937;1027777;2025-02-07;519.255
275;7;275;1027781;2025-01-31;873.625
764;86;764;1027784;2025-02-21;1202.04
534;93;534;1027789;2025-02-17;9.983627487795719
359;55;359;1027791;2025-02-21;126.88959999999999
3346;56;3346;1027792;2025-01-18;58.09297948428384
2948;4;2948;1027794;2025-03-03;264.53
1570;19;1570;1027800;2025-01-31;1011.5475
1121;92;1121;1027802;2025-02-27;368.77500000000003
1459;26;1459;1027810;2025-02-17;9277.943650126157
1372;83;1372;1027811;2025-02-22;20.684716485167105
3688;78;3688;1027815;2025-01-27;1876.0639999999999
983;56;983;1027820;2025-02-06;246.9685
2256;91;2256;1027827;2025-01-13;25.926072157930562
1947;21;1947;1027831;2025-03-03;1445.842
1945;72;1945;1027834;2025-01-10;2272.2275
579;80;579;1027835;2025-02-09;5129.768989493018
3863;89;3863;1027841;2025-02-21;93.97200000000001
2401;70;2401;1027845;2025-02-16;156.2504
4685;76;4685;1027851;2025-02-14;2686.28
3491;47;3491;1027852;2025-01-04;11.721567154837903
4818;91;4818;1027854;2025-01-25;3704.625
807;74;807;1027863;2025-01-01;2012.2825
451;36;451;1027865;2025-01-23;596.2172727272728
1791;56;1791;1027868;2025-03-10;60.038
3212;55;3212;1027869;2025-01-09;240.17857142857142
1625;68;1625;1027870;2025-01-26;13.532281887595445
4418;86;4418;1027871;2025-02-17;4231.833414829038
4869;98;4869;1027878;2025-03-07;12.933108023532357
4399;95;4399;1027879;2025-01-13;34.269911504424776
4547;74;4547;1027881;2025-03-02;4057.075
2502;15;2502;1027882;2025-02-08;62.08747447243022
4619;46;4619;1027885;2025-02-25;61.44525
1195;7;1195;1027889;2025-02-15;1221.705
2529;38;2529;1027911;2025-01-25;8039.84440706476
2787;67;2787;1027912;2025-02-07;847.2709090909091
4743;71;4743;1027914;2025-01-19;5.644792375765827
4376;58;4376;1027921;2025-02-22;63.17093260721579
893;4;893;1027922;2025-03-08;1084.5448365514198
2785;30;2785;1027923;2025-02-04;2031.045
2623;59;2623;1027925;2025-01-14;3678.305
4203;45;4203;1027936;2025-02-06;174.55075
4866;39;4866;1027939;2025-02-20;2440.184140538349
3922;3;3922;1027947;2025-02-21;2.3749489448604493
3952;37;3952;1027950;2025-02-11;8.586181075561607
4390;74;4390;1027954;2025-02-22;1375.2775
4169;79;4169;1027955;2025-02-13;13.848166228564276
2183;49;2183;1027965;2025-01-26;24.413546630360788
1184;3;1184;1027966;2025-01-24;1054.696
2627;14;2627;1027974;2025-02-07;58.24710687542546
1864;56;1864;1027978;2025-02-16;293.93857142857144
3574;36;3574;1027979;2025-01-30;1451.21
3908;11;3908;1027980;2025-02-15;2057.211942809083
2464;11;2464;1027991;2025-02-04;19.271347010477445
1449;1;1449;1027993;2025-01-30;296.2152
4466;29;4466;1027994;2025-01-31;1141.094
747;35;747;1027996;2025-02-03;982.97
3560;85;3560;1027997;2025-03-09;63.342477876106194
1854;83;1854;1027999;2025-01-01;19.103116785580173
798;22;798;1028003;2025-01-19;146.056
781;43;781;1028006;2025-01-02;215.35
1944;51;1944;1028007;2025-01-30;5.373889097509075
1592;37;1592;1028009;2025-01-11;9444.890664423885
1920;88;1920;1028019;2025-02-12;1363.0459999999998
2639;52;2639;1028030;2025-03-08;631.0475
2943;17;2943;1028033;2025-01-06;212.394
2141;80;2141;1028040;2025-01-08;23.08844661409438
4954;5;4954;1028046;2025-02-06;45.01109598366236
3825;34;3825;1028053;2025-02-16;145.14714285714285
2856;29;2856;1028059;2025-01-18;35.33008849557522
1992;50;1992;1028064;2025-02-03;3651.4
2169;1;2169;1028067;2025-01-25;40.454796411318156
3640;10;3640;1028070;2025-01-29;2.2741320626276376
1042;44;1042;1028074;2025-01-08;20.804030541995242
3119;17;3119;1028075;2025-01-16;744.178
1578;65;1578;1028084;2025-01-03;377.48636363636365
4262;92;4262;1028089;2025-01-13;4881.845
1268;77;1268;1028092;2025-03-06;10.552983248635423
306;96;306;1028094;2025-02-11;5418.371119512457
2742;32;2742;1028095;2025-01-02;1004.415
1932;73;1932;1028103;2025-02-04;20.840435670524165
1719;18;1719;1028105;2025-01-08;3332.937342304457
2594;35;2594;1028109;2025-01-26;2307.8025
2204;17;2204;1028114;2025-03-05;9.404416839199449
1932;73;1932;1028115;2025-02-15;35.6315
123;11;123;1028118;2025-01-08;1927.8939999999998
2439;94;2439;1028121;2025-01-05;972.9399999999999
2394;7;2394;1028131;2025-01-09;32.2304
242;90;242;1028135;2025-01-24;59.6969696969697
1426;36;1426;1028139;2025-02-08;8.746721877156661
4644;20;4644;1028141;2025-01-03;40.42275
452;28;452;1028142;2025-03-08;1723.28
2314;48;2314;1028151;2025-01-26;3.074812797821647
1751;13;1751;1028153;2025-01-01;27.799485538615976
1572;81;1572;1028154;2025-02-24;1005.9100000000001
3307;61;3307;1028160;2025-01-02;1170.5088909825997
225;11;225;1028166;2025-02-06;0.28270932607215793
365;75;365;1028173;2025-01-06;573.2441666666667
1173;14;1173;1028190;2025-02-22;311.3781818181818
2796;24;2796;1028193;2025-01-04;6478.795206055509
2442;36;2442;1028195;2025-02-20;2859.965
417;86;417;1028207;2025-03-09;447.76800000000003
1324;55;1324;1028210;2025-01-30;3090.445
4507;74;4507;1028214;2025-02-07;56.18269653052262
2930;86;2930;1028215;2025-01-19;4235.082001682085
2768;46;2768;1028219;2025-01-01;533.9227272727272
1341;26;1341;1028224;2025-01-06;18.472975341094003
3977;58;3977;1028226;2025-03-02;16.317286268619352
3329;29;3329;1028227;2025-02-13;73.15549999999999
2948;4;2948;1028228;2025-01-14;90.17375
1332;97;1332;1028231;2025-02-17;1927.8575
1329;97;1329;1028245;2025-01-18;95.75090909090909
4266;9;4266;1028252;2025-03-01;5947.750210260723
3259;65;3259;1028253;2025-01-27;6.250369257729378
36;41;36;1028259;2025-01-26;1148.7814285714287
2259;2;2259;1028275;2025-01-20;9150.937995682716
3250;86;3250;1028277;2025-02-16;9.580648391538364
143;97;143;1028283;2025-01-18;3657.455
179;38;179;1028298;2025-02-02;669.49
3002;82;3002;1028301;2025-02-04;3.8607500000000003
1293;70;1293;1028305;2025-02-28;4470.5
1620;88;1620;1028307;2025-02-06;1153.5271428571427
1020;32;1020;1028312;2025-01-30;745.12
914;62;914;1028313;2025-01-06;5879.615222876366
1829;68;1829;1028314;2025-02-05;1230.7742857142857
1650;6;1650;1028325;2025-01-26;217.358
4619;46;4619;1028326;2025-03-01;51.97189284145806
2023;47;2023;1028329;2025-01-17;245.705
2880;2;2880;1028330;2025-02-16;5590.916736753574
1203;59;1203;1028339;2025-01-31;3228.99
2094;23;2094;1028340;2025-02-17;29.46875
4289;75;4289;1028353;2025-02-05;212.2575
2549;56;2549;1028355;2025-01-17;302.745
644;24;644;1028364;2025-03-05;494.945
3201;40;3201;1028367;2025-02-24;398.5371428571429
3369;59;3369;1028368;2025-02-14;1013.28
272;57;272;1028369;2025-03-01;31.252212389380528
1400;65;1400;1028371;2025-02-24;47.565714285714286
155;46;155;1028374;2025-01-09;3742.596810933941
1129;38;1129;1028375;2025-01-11;542.7025
4525;61;4525;1028378;2025-02-26;1821.2739567555964
3974;70;3974;1028383;2025-01-27;49.114023144996594
1958;89;1958;1028384;2025-02-13;1594.35
201;94;201;1028387;2025-03-08;1464.4360000000001
4072;28;4072;1028397;2025-03-01;134.43019343986543
445;35;445;1028400;2025-01-14;298.308
2514;64;2514;1028408;2025-01-17;10373.93818334735
3186;76;3186;1028410;2025-02-01;1334.052880773772
3475;75;3475;1028411;2025-01-14;698.14
4982;76;4982;1028412;2025-01-29;416.79686102398364
784;83;784;1028413;2025-01-24;4057.85
3255;67;3255;1028417;2025-01-21;10503.905830719508
4738;15;4738;1028419;2025-03-10;1381.46
2224;62;2224;1028421;2025-02-07;0.39946044293870386
3872;22;3872;1028422;2025-03-07;412.3441666666667
581;80;581;1028424;2025-02-18;373.37559999999996
30;84;30;1028427;2025-01-03;67.15299999999999
1005;10;1005;1028432;2025-02-14;8167.730086226432
1109;98;1109;1028436;2025-01-17;149.48
3694;48;3694;1028438;2025-03-07;16.797771936412566
2891;59;2891;1028443;2025-01-28;1340.6680000000001
2869;19;2869;1028458;2025-01-13;256.3188
3671;84;3671;1028468;2025-01-05;58.91254156471548
1931;45;1931;1028469;2025-02-12;1344.215
3737;90;3737;1028477;2025-03-04;80.045
1076;20;1076;1028481;2025-01-15;282.015
754;84;754;1028482;2025-01-27;225.0884
4378;24;4378;1028483;2025-01-25;5765.626304428199
640;13;640;1028485;2025-01-03;79.95599999999999
2223;87;2223;1028493;2025-03-08;41.16439999999999
1489;27;1489;1028500;2025-01-28;32.04843465713031
269;86;269;1028502;2025-01-08;666.2266666666667
4428;39;4428;1028504;2025-02-01;1033.04
3012;94;3012;1028508;2025-02-04;684.5281398704815
1105;55;1105;1028510;2025-03-04;183.7018181818182
2637;52;2637;1028512;2025-02-14;176.4016
1244;81;1244;1028523;2025-02-26;47.32675
618;87;618;1028529;2025-02-12;3266.64
3001;83;3001;1028530;2025-01-18;17.768531731130306
2553;19;2553;1028538;2025-02-22;346.6964
3890;67;3890;1028539;2025-01-09;2369.365012615643
4297;96;4297;1028548;2025-01-01;1892.5175
4637;32;4637;1028563;2025-03-09;991.6736753574431
2011;67;2011;1028572;2025-03-02;619.6408333333333
4589;22;4589;1028573;2025-01-27;40.39626074408684
389;26;389;1028584;2025-02-19;92.29333333333334
3829;15;3829;1028596;2025-02-12;73.509
2550;53;2550;1028598;2025-02-23;8.656296800544586
2067;83;2067;1028607;2025-01-24;752.095
4816;20;4816;1028613;2025-01-20;1717.6075
2305;67;2305;1028615;2025-01-11;1081.4014285714286
4964;23;4964;1028620;2025-01-08;17.3069720866191
1456;4;1456;1028621;2025-02-27;7351.661059714044
3464;66;3464;1028623;2025-01-16;8.54834054834055
2050;56;2050;1028625;2025-02-23;16.68917261234197
3277;83;3277;1028629;2025-02-02;7768.655559398442
255;36;255;1028631;2025-01-23;1275.085
3624;2;3624;1028632;2025-02-01;1964.77
2865;12;2865;1028641;2025-02-21;810.1675
2336;29;2336;1028642;2025-02-23;143.68
973;37;973;1028643;2025-01-05;181.22240000000002
41;31;41;1028645;2025-02-03;3333.915
2031;85;2031;1028646;2025-02-12;1088.4625
4474;92;4474;1028647;2025-02-14;8537.415895710681
4249;78;4249;1028649;2025-02-15;272.485
470;74;470;1028654;2025-01-07;1316.245
4670;32;4670;1028656;2025-01-07;31.5416
4644;20;4644;1028659;2025-01-06;365.70714285714286
569;10;569;1028665;2025-03-09;874.3061396131202
2056;27;2056;1028670;2025-01-13;925.7139999999999
2337;6;2337;1028671;2025-01-23;1556.915
4627;34;4627;1028675;2025-03-01;275.9463636363636
4914;63;4914;1055305;2025-01-12;854.43
1918;1;1918;1055318;2025-02-07;2001.62
299;59;299;1055321;2025-01-18;2044.484728500042
4551;45;4551;1055324;2025-01-06;791.288
2823;86;2823;1055325;2025-02-04;1256.24
1446;12;1446;1055331;2025-02-13;56.02685237467847
4718;22;4718;1055339;2025-03-10;20.93275754161973
3147;97;3147;1055344;2025-01-30;7250.3574432296045
1945;72;1945;1055345;2025-01-11;3971.29
2599;94;2599;1055352;2025-02-21;1808.1799999999998
862;21;862;1055353;2025-01-08;3.321851599727706
1035;54;1035;1055354;2025-02-24;2237.285
3884;31;3884;1055358;2025-01-06;187.52181818181816
4588;19;4588;1055359;2025-03-04;415.2581818181818
2979;41;2979;1055363;2025-03-08;71.5944
1715;83;1715;1055367;2025-02-08;559.4
2387;8;2387;1055368;2025-03-01;589.8308333333333
3909;32;3909;1055376;2025-02-04;182.25454545454545
3364;5;3364;1055384;2025-02-01;1047.24
2610;3;2610;1055386;2025-03-10;2457.012195121951
2385;55;2385;1055387;2025-02-25;1121.072
3836;88;3836;1055388;2025-01-26;4271.893522880417
3507;59;3507;1055390;2025-02-17;3.3486543997997242
3215;76;3215;1055397;2025-02-27;49.124399999999994
1544;89;1544;1055399;2025-01-01;741.016
3480;47;3480;1055400;2025-02-26;1255.625
4262;92;4262;1055413;2025-01-22;666.9333333333333
1526;30;1526;1055416;2025-01-09;1514.175
1206;28;1206;1055419;2025-01-18;5055.456265769554
745;96;745;1055422;2025-01-26;1144.6975
1495;38;1495;1055427;2025-01-18;3.37654274627613
4176;33;4176;1055432;2025-02-03;10398.883707617266
1051;24;1051;1055439;2025-02-01;322.52943650126156
2228;98;2228;1055440;2025-01-24;42.920558202859084
1013;57;1013;1055447;2025-02-17;649.2671428571429
2049;3;2049;1055449;2025-01-05;2030.46
4284;61;4284;1055453;2025-03-03;1122.655
2672;9;2672;1055469;2025-02-07;32.713499999999996
1019;34;1019;1055470;2025-03-07;548.64
4047;41;4047;1055475;2025-01-09;8040.180824222035
3424;60;3424;1055481;2025-02-27;278.87142857142857
3195;57;3195;1055484;2025-01-07;148.81300000000002
1604;71;1604;1055502;2025-01-29;1214.9271428571428
1999;35;1999;1055507;2025-01-10;497.1881818181818
2437;7;2437;1055520;2025-01-15;1.6149956189760921
2391;32;2391;1055528;2025-02-04;664.8444070647603
3581;86;3581;1055533;2025-01-28;10326.491669548832
821;66;821;1055541;2025-01-03;2896.215
1756;97;1756;1055548;2025-03-04;4056.2081837589003
21;29;21;1055553;2025-01-24;23.329853548629366
1631;71;1631;1055557;2025-02-05;84.96875
3618;84;3618;1055565;2025-02-21;6.2647593951941785
1248;59;1248;1055567;2025-01-02;24.883618796662276
380;1;380;1055569;2025-03-08;22.486228747098313
3924;73;3924;1055570;2025-01-13;3918.976030277544
3022;56;3022;1055572;2025-02-12;23.171936412567284
3411;29;3411;1055581;2025-03-02;873.7663636363636
4337;83;4337;1055582;2025-02-18;33.6074880871341
4360;31;4360;1055583;2025-01-16;59.55524185958969
3846;23;3846;1055585;2025-01-19;546.5897029183413
3881;20;3881;1055590;2025-01-01;748.6285714285714
1765;48;1765;1055597;2025-01-04;10.53140568281387
2402;38;2402;1055601;2025-01-05;374.96250000000003
3214;78;3214;1055604;2025-01-22;20.207011572498295
3396;27;3396;1055610;2025-01-01;48.67964601769911
3404;15;3404;1055611;2025-01-09;6547.2455845248105
1219;22;1219;1055613;2025-01-20;991.5801023268017
1651;37;1651;1055622;2025-01-02;190.4333333333333
1510;61;1510;1055628;2025-01-11;782.6449927846486
