account_id,customer_id,account_type,account_opening_date
676,676,current,03.02.1997
677,677,savings,02.01.1997
678,678,current,08.04.2018
679,679,current,14.09.2013
680,680,current,11.03.2024
681,681,savings,01.12.2016
682,682,current,12.04.2018
683,683,savings,25.12.2014
684,684,savings,05.11.2007
685,685,savings,03.02.2015
686,686,current,23.06.2020
687,687,savings,03.11.2001
688,688,savings,08.08.1995
689,689,savings,03.10.1998
690,690,savings,15.12.2009
691,691,savings,07.10.2003
692,692,savings,23.01.2002
693,693,current,02.09.2020
694,694,savings,25.12.2012
695,695,current,16.06.2017
696,696,current,04.01.2023
697,697,current,22.08.1999
698,698,savings,16.03.2013
699,699,current,27.07.2004
700,700,current,25.02.2012
701,701,savings,19.10.1995
702,702,savings,15.05.2015
703,703,current,15.10.2018
704,704,current,12.02.1996
705,705,current,20.07.2018
706,706,savings,04.05.2006
707,707,savings,16.11.2002
708,708,savings,04.09.2008
709,709,current,27.01.2000
710,710,savings,03.06.2015
711,711,savings,27.11.2024
712,712,savings,07.10.2015
713,713,current,10.07.2009
714,714,savings,16.04.2007
715,715,current,26.07.2019
716,716,current,14.06.2014
717,717,savings,23.01.2020
718,718,savings,25.12.2014
719,719,savings,22.01.1996
720,720,current,15.10.2003
721,721,current,07.05.2012
722,722,current,18.01.2024
723,723,current,28.10.2020
724,724,savings,15.07.2014
725,725,savings,13.05.2023
726,726,current,07.05.2017
727,727,current,10.01.2007
728,728,current,09.07.2002
729,729,current,08.11.1996
730,730,savings,15.06.2003
731,731,savings,21.03.2018
732,732,savings,03.02.1999
733,733,savings,03.02.2006
734,734,current,23.12.2012
735,735,current,23.03.1999
736,736,savings,14.12.2017
737,737,savings,27.11.2009
738,738,savings,09.09.2007
739,739,savings,22.07.2020
740,740,savings,24.11.2002
741,741,savings,25.10.2007
742,742,current,15.12.2014
743,743,current,11.05.2002
744,744,savings,09.07.2006
745,745,savings,10.06.2008
746,746,current,10.12.2019
747,747,current,05.08.2013
748,748,savings,23.08.1999
749,749,current,14.09.2010
750,750,current,28.07.2002
751,751,current,01.04.2010
752,752,current,26.04.2019
753,753,current,08.11.1996
754,754,current,07.01.2021
755,755,current,19.06.2015
756,756,current,24.12.1998
757,757,current,13.11.2003
758,758,current,14.07.1995
759,759,savings,01.06.2006
760,760,savings,05.09.2018
761,761,current,03.09.2007
762,762,savings,18.07.2004
763,763,savings,07.12.2008
764,764,current,02.04.2006
765,765,savings,11.10.2020
766,766,current,04.06.2013
767,767,savings,11.04.2011
768,768,savings,08.04.2009
769,769,savings,22.12.2011
770,770,current,17.01.2024
771,771,savings,12.09.2002
772,772,current,15.04.2001
773,773,savings,26.01.2019
774,774,savings,16.12.2011
775,775,current,22.07.2011
776,776,savings,23.12.2002
777,777,current,19.05.2008
778,778,current,01.03.2015
779,779,current,26.06.2014
780,780,current,14.03.2010
781,781,savings,21.02.2005
782,782,current,09.08.1995
783,783,current,15.06.2005
784,784,current,07.04.2020
785,785,savings,""
786,786,savings,17.02.1998
787,787,current,28.12.2011
788,788,savings,04.04.2002
789,789,savings,17.02.1999
790,790,current,15.12.2011
791,791,current,11.09.2004
792,792,savings,02.06.1998
793,793,savings,19.05.1996
794,794,savings,27.04.1995
795,795,savings,22.03.2022
796,796,current,09.02.2024
797,797,savings,01.09.2018
798,798,savings,18.02.1998
799,799,savings,28.02.2014
800,800,current,17.01.2002
801,801,savings,18.04.1996
802,802,current,16.07.2016
803,803,current,21.12.2020
804,804,current,04.02.2003
805,805,savings,16.01.2024
806,806,savings,06.06.2014
807,807,current,28.05.1995
808,808,savings,02.07.2007
809,809,current,21.12.2019
810,810,current,23.12.2012
811,811,savings,13.03.2009
812,812,current,17.07.2005
813,813,current,05.01.2002
814,814,savings,11.11.2003
815,815,current,02.02.2000
816,816,savings,16.05.2013
817,817,savings,21.01.2009
818,818,current,26.02.2019
819,819,current,22.02.1995
820,820,savings,22.06.2007
821,821,current,26.12.2017
822,822,savings,10.10.2017
823,823,current,03.03.2018
824,824,savings,01.01.2012
825,825,current,18.10.2015
826,826,savings,17.08.1995
827,827,current,05.08.2015
828,828,current,18.02.2005
829,829,savings,24.12.2008
830,830,savings,13.09.2018
831,831,current,09.02.2017
832,832,current,11.10.2010
833,833,current,15.06.2018
834,834,current,02.09.2020
835,835,savings,25.12.2012
836,836,current,26.04.2015
837,837,current,23.04.2008
838,838,savings,14.03.2010
839,839,current,26.06.2009
840,840,savings,05.02.2013
841,841,current,01.08.2022
842,842,savings,23.04.2018
843,843,savings,28.07.2010
844,844,current,13.03.2015
845,845,savings,03.10.2005
846,846,current,07.06.2009
847,847,savings,16.10.2023
848,848,savings,19.06.2003
849,849,savings,12.04.2010
850,850,current,09.11.2024
851,851,current,26.08.2013
852,852,savings,19.05.2012
853,853,current,20.09.2019
854,854,savings,10.08.2009
855,855,savings,10.10.2005
856,856,current,13.07.2024
857,857,savings,05.06.2004
858,858,current,23.07.2018
859,859,savings,09.05.2011
860,860,current,04.08.1995
861,861,savings,14.04.1998
862,862,savings,16.11.2020
863,863,savings,22.12.2013
864,864,savings,04.01.2017
865,865,savings,18.04.2020
866,866,current,25.09.2017
867,867,current,07.03.2022
868,868,savings,11.09.2011
869,869,savings,10.02.2004
870,870,current,25.04.2019
871,871,current,04.11.2006
872,872,savings,20.03.1999
873,873,savings,02.10.2024
874,874,savings,01.02.2017
875,875,savings,12.06.2012
876,876,savings,10.10.2003
877,877,savings,07.03.2006
878,878,current,18.01.2015
879,879,savings,12.01.2004
880,880,savings,16.03.2003
881,881,current,03.06.2006
882,882,current,17.09.2024
883,883,current,20.11.2002
884,884,savings,02.07.2013
885,885,current,27.01.2015
886,886,savings,28.10.2015
887,887,current,24.03.2017
888,888,current,17.08.2012
889,889,current,20.06.2017
890,890,savings,27.06.2022
891,891,current,07.05.2014
892,892,current,19.11.2006
893,893,current,10.09.2024
894,894,savings,06.09.1997
895,895,savings,21.10.2019
896,896,savings,23.08.2009
897,897,savings,20.07.2016
898,898,savings,10.04.2007
899,899,current,28.04.2000
900,900,current,12.06.2000
901,901,savings,15.05.2022
902,902,current,17.01.2014
903,903,current,17.04.2011
904,904,savings,20.08.2005
905,905,savings,22.08.2010
906,906,savings,17.09.1999
907,907,current,06.12.2023
908,908,savings,22.10.2004
909,909,savings,13.06.1995
910,910,savings,03.02.2017
911,911,current,19.10.2010
912,912,current,26.12.2010
913,913,current,22.07.2014
914,914,savings,06.04.2013
915,915,current,16.01.2019
916,916,savings,28.08.2019
917,917,savings,25.09.2010
918,918,current,10.02.2008
919,919,savings,19.08.1997
920,920,current,27.03.2005
921,921,savings,02.07.1997
922,922,savings,18.11.2023
923,923,current,03.04.1996
924,924,savings,27.03.2010
925,925,current,24.02.1999
926,926,current,11.09.2003
927,927,savings,07.12.1998
928,928,savings,03.06.1999
929,929,savings,19.05.2010
930,930,savings,04.09.2024
931,931,savings,03.10.2010
932,932,savings,24.11.2023
933,933,savings,28.01.2021
934,934,savings,08.11.1995
935,935,savings,22.04.1997
936,936,savings,24.04.2012
937,937,savings,24.06.1995
938,938,current,22.11.2015
939,939,savings,28.10.2003
940,940,savings,24.08.2013
941,941,savings,06.08.2006
942,942,current,18.11.1997
943,943,savings,13.07.2012
944,944,current,24.01.2024
945,945,current,13.04.2007
946,946,savings,07.06.2002
947,947,savings,21.09.2002
948,948,savings,10.04.2023
949,949,current,03.07.2002
950,950,current,17.10.1995
951,951,current,25.06.2021
952,952,savings,16.01.2013
953,953,savings,26.12.2004
954,954,current,21.04.2017
955,955,current,09.08.2001
956,956,current,15.09.2007
957,957,current,02.06.2016
958,958,savings,03.04.2020
959,959,savings,17.03.2003
960,960,current,21.10.2022
961,961,savings,04.05.2015
962,962,current,06.05.2021
963,963,current,14.02.1998
964,964,savings,17.12.2016
965,965,savings,18.01.2005
966,966,savings,11.09.2010
967,967,current,22.01.1996
968,968,current,22.10.2020
969,969,savings,02.10.1997
970,970,savings,08.05.2020
971,971,savings,18.03.2010
972,972,current,26.03.2016
973,973,current,01.06.2008
974,974,savings,13.03.1997
975,975,savings,15.07.2019
976,976,current,03.07.2014
977,977,savings,12.03.2009
978,978,current,21.07.2012
979,979,savings,20.05.2006
980,980,current,21.07.2017
981,981,current,04.01.2001
982,982,savings,15.07.1995
983,983,savings,18.07.2000
984,984,current,13.03.2007
985,985,savings,16.02.2011
986,986,savings,16.12.2023
987,987,savings,09.09.2011
988,988,current,09.03.2013
989,989,current,03.06.2016
990,990,current,05.04.2018
991,991,savings,08.01.2011
992,992,current,15.10.2014
993,993,savings,24.03.2001
994,994,savings,11.08.2001
995,995,current,02.06.1996
996,996,current,15.04.2007
997,997,current,01.11.2002
998,998,savings,19.04.2018
999,999,savings,23.07.2009
1000,1000,current,06.01.2013
1001,1001,savings,27.06.2002
1002,1002,current,14.07.2000
1003,1003,current,21.03.2002
1004,1004,current,28.12.2022
1005,1005,savings,03.04.2024
1006,1006,current,10.11.2019
1007,1007,current,05.10.1998
1008,1008,current,13.04.2005
1009,1009,current,19.08.2005
1010,1010,savings,11.04.2007
1011,1011,savings,13.09.2006
1012,1012,savings,03.02.2007
1013,1013,savings,15.02.2001
1014,1014,savings,05.01.2012
1015,1015,savings,10.08.1998
1016,1016,savings,11.12.2009
1017,1017,current,03.04.2002
1018,1018,current,15.04.2013
1019,1019,savings,27.05.2022
1020,1020,current,10.10.2024
1021,1021,savings,03.04.2014
1022,1022,savings,05.04.2015
1023,1023,current,10.12.2023
1024,1024,current,13.08.2003
1025,1025,current,21.10.2007
1026,1026,current,10.10.2010
1027,1027,savings,01.05.2012
1028,1028,current,07.09.1999
1029,1029,savings,27.07.2006
1030,1030,savings,15.10.2022
